/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/000.000000_000.000000_000.000000.png,0.364670,0.319735,0.315596
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/000.479048_000.479048_000.479048.png,0.365485,0.324829,0.309686
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/000.979048_000.979048_000.979048.png,0.368871,0.323532,0.307597
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/001.477314_001.477314_001.477314.png,0.381264,0.302661,0.316076
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/001.977314_001.977314_001.977314.png,0.378270,0.309204,0.312526
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/002.471433_002.471433_002.471433.png,0.380507,0.312228,0.307266
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/002.970581_002.970581_002.970581.png,0.380944,0.312333,0.306723
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/003.470075_003.470075_003.470075.png,0.375179,0.318067,0.306754
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/003.970075_003.970075_003.970075.png,0.367956,0.321996,0.310047
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/004.456995_004.456995_004.456995.png,0.385145,0.295248,0.319607
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/004.956995_004.956995_004.956995.png,0.385535,0.298148,0.316317
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/005.422469_005.422469_005.422469.png,0.387523,0.302389,0.310088
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/005.922177_005.922177_005.922177.png,0.379772,0.301489,0.318739
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/006.422177_006.422177_006.422177.png,0.364598,0.312084,0.323318
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/006.922133_006.922133_006.922133.png,0.367984,0.309621,0.322395
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/007.422117_007.422117_007.422117.png,0.363962,0.308822,0.327217
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/007.915207_007.915207_007.915207.png,0.408421,0.300012,0.291567
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/008.411827_008.411827_008.411827.png,0.384720,0.311101,0.304179
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/008.911827_008.911827_008.911827.png,0.357521,0.325090,0.317389
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/009.410147_009.410147_009.410147.png,0.369525,0.338749,0.291726
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/009.910147_009.910147_009.910147.png,0.335057,0.341669,0.323274
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/010.409518_010.409518_010.409518.png,0.331834,0.353756,0.314410
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/010.909518_010.909518_010.909518.png,0.325692,0.346706,0.327602
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/011.409298_011.409298_011.409298.png,0.328581,0.341742,0.329677
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/011.909187_011.909187_011.909187.png,0.333403,0.337432,0.329165
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/012.409187_012.409187_012.409187.png,0.335756,0.338547,0.325697
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/012.903517_012.903517_012.903517.png,0.343678,0.342920,0.313403
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/013.400530_013.400530_013.400530.png,0.373234,0.326497,0.300269
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/013.900530_013.900530_013.900530.png,0.365452,0.336876,0.297671
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/014.395424_014.395424_014.395424.png,0.381958,0.329947,0.288095
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/014.895423_014.895423_014.895423.png,0.406384,0.300496,0.293120
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/015.389853_015.389853_015.389853.png,0.389440,0.311641,0.298919
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/015.889853_015.889853_015.889853.png,0.383708,0.309668,0.306624
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/016.385881_016.385881_016.385881.png,0.401142,0.306231,0.292627
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/016.885850_016.885850_016.885850.png,0.389133,0.302899,0.307968
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/017.384575_017.384575_017.384575.png,0.390595,0.300701,0.308703
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/017.884575_017.884575_017.884575.png,0.400629,0.300262,0.299109
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/018.377463_018.377463_018.377463.png,0.393133,0.305674,0.301193
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/018.877463_018.877463_018.877463.png,0.383656,0.323675,0.292669
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/019.365377_019.365377_019.365377.png,0.368225,0.332781,0.298994
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/019.865377_019.865377_019.865377.png,0.394577,0.312935,0.292488
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/020.365290_020.365290_020.365290.png,0.366155,0.311780,0.322065
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/020.865000_020.865000_020.865000.png,0.399278,0.301741,0.298982
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/021.365000_021.365000_021.365000.png,0.405474,0.297707,0.296820
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/021.864793_021.864793_021.864793.png,0.383015,0.298516,0.318470
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/022.333341_022.333341_022.333341.png,0.389839,0.297149,0.313012
/home/sm/Documents/work/data/hrpTestData/CommonCarotidArtery/unwrapped/022.833341_022.833341_022.833341.png,0.369645,0.303095,0.327261
